Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [ 16  32  32 512 512] (5,)
validation set =  100000
training @ iter =  363700 , cost =  0.00256528798491
training @ iter =  363800 , cost =  0.0113868331537
training @ iter =  363900 , cost =  0.0119282249361
--> train minibatch error =  0.12
-->  17 40700 chunk_27_50000.pkl
iter  363999  validation
epoch 15, iter 364000, validation error 0.763000 %
epoch 15, iter 364000, train minibatch error 2.000000 %
epoch 15, iter 364000, train buffer error 0.700000 %
training @ iter =  364000 , cost =  0.0927517339587
training @ iter =  364100 , cost =  0.00542192999274
training @ iter =  364200 , cost =  0.0685500875115
training @ iter =  364300 , cost =  0.0102802822366
training @ iter =  364400 , cost =  0.00738913891837
training @ iter =  364500 , cost =  0.0253181103617
training @ iter =  364600 , cost =  0.0568161718547
training @ iter =  364700 , cost =  0.0195163767785
training @ iter =  364800 , cost =  0.034648951143
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  364900 , cost =  0.000866899266839
training @ iter =  365000 , cost =  0.00627974746749
training @ iter =  365100 , cost =  0.084996201098
training @ iter =  365200 , cost =  0.00158271880355
training @ iter =  365300 , cost =  0.00141824816819
training @ iter =  365400 , cost =  0.00849360506982
training @ iter =  365500 , cost =  0.00797664094716
training @ iter =  365600 , cost =  0.000484645774122
training @ iter =  365700 , cost =  0.112060397863
training @ iter =  365800 , cost =  0.00629330938682
training @ iter =  365900 , cost =  0.0027640259359
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
iter  365999  validation
epoch 15, iter 366000, validation error 0.768000 %
epoch 15, iter 366000, train minibatch error 0.000000 %
epoch 15, iter 366000, train buffer error 0.300000 %
training @ iter =  366000 , cost =  0.0163747444749
training @ iter =  366100 , cost =  0.0014240333112
training @ iter =  366200 , cost =  0.0432041548193
training @ iter =  366300 , cost =  0.00236446433701
training @ iter =  366400 , cost =  0.00592959858477
training @ iter =  366500 , cost =  0.028440175578
training @ iter =  366600 , cost =  0.000415786344092
training @ iter =  366700 , cost =  0.00117887870874
training @ iter =  366800 , cost =  0.0240278914571
training @ iter =  366900 , cost =  0.00298709236085
training @ iter =  367000 , cost =  0.00162808562163
training @ iter =  367100 , cost =  0.0161433722824
training @ iter =  367200 , cost =  0.0935845971107
training @ iter =  367300 , cost =  0.00101955980062
training @ iter =  367400 , cost =  0.00194712250959
training @ iter =  367500 , cost =  0.0165826100856
training @ iter =  367600 , cost =  0.0225175879896
training @ iter =  367700 , cost =  0.00228418642655
training @ iter =  367800 , cost =  0.00175018573646
training @ iter =  367900 , cost =  0.00342843169346
iter  367999  validation
epoch 15, iter 368000, validation error 0.764000 %
epoch 15, iter 368000, train minibatch error 2.000000 %
epoch 15, iter 368000, train buffer error 0.700000 %
training @ iter =  368000 , cost =  0.0208812765777
training @ iter =  368100 , cost =  0.117133162916
training @ iter =  368200 , cost =  0.142616823316
training @ iter =  368300 , cost =  0.00375158665702
training @ iter =  368400 , cost =  0.000828521093354
training @ iter =  368500 , cost =  0.104690879583
training @ iter =  368600 , cost =  0.0280457995832
training @ iter =  368700 , cost =  0.0688726380467
training @ iter =  368800 , cost =  0.103989467025
training @ iter =  368900 , cost =  0.0728031992912
training @ iter =  369000 , cost =  0.00333411758766
training @ iter =  369100 , cost =  0.0157448127866
training @ iter =  369200 , cost =  0.0166527982801
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  369300 , cost =  0.00499820988625
training @ iter =  369400 , cost =  0.0696320086718
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31950 chunk_8_50000.pkl
training @ iter =  369500 , cost =  0.00310461083427
training @ iter =  369600 , cost =  0.0152043430135
training @ iter =  369700 , cost =  0.00715440325439
training @ iter =  369800 , cost =  0.00525896251202
training @ iter =  369900 , cost =  0.00037381547736
iter  369999  validation
epoch 15, iter 370000, validation error 0.761000 %
epoch 15, iter 370000, train minibatch error 2.000000 %
epoch 15, iter 370000, train buffer error 0.400000 %
training @ iter =  370000 , cost =  0.00122735928744
training @ iter =  370100 , cost =  0.00144192343578
training @ iter =  370200 , cost =  0.00710896262899
training @ iter =  370300 , cost =  0.0205337330699
training @ iter =  370400 , cost =  0.00177337753121
training @ iter =  370500 , cost =  0.00139311794192
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.34
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.2
-->  24 34800 chunk_9_50000.pkl
training @ iter =  370600 , cost =  0.0665678530931
training @ iter =  370700 , cost =  0.00899802334607
training @ iter =  370800 , cost =  0.02070950903
training @ iter =  370900 , cost =  0.00459803966805
training @ iter =  371000 , cost =  0.01558765769
training @ iter =  371100 , cost =  0.00371226901188
training @ iter =  371200 , cost =  0.000549165648408
training @ iter =  371300 , cost =  0.0137380054221
training @ iter =  371400 , cost =  0.0933205038309
training @ iter =  371500 , cost =  0.0574205033481
training @ iter =  371600 , cost =  0.0309747867286
training @ iter =  371700 , cost =  0.00069222075399
training @ iter =  371800 , cost =  0.00273850234225
training @ iter =  371900 , cost =  0.00625510280952
iter  371999  validation
epoch 16, iter 372000, validation error 0.758000 %
epoch 16, iter 372000, train minibatch error 2.000000 %
epoch 16, iter 372000, train buffer error 0.600000 %
training @ iter =  372000 , cost =  0.00366531079635
training @ iter =  372100 , cost =  0.0416064783931
training @ iter =  372200 , cost =  0.00912547390908
training @ iter =  372300 , cost =  0.0243729352951
training @ iter =  372400 , cost =  0.00889462698251
training @ iter =  372500 , cost =  0.00298151466995
training @ iter =  372600 , cost =  0.0210365969688
training @ iter =  372700 , cost =  0.103783026338
training @ iter =  372800 , cost =  0.000709725369234
training @ iter =  372900 , cost =  0.0476242937148
--> train minibatch error =  0.12
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 6650 chunk_12_50000.pkl
training @ iter =  373000 , cost =  0.00120928394608
training @ iter =  373100 , cost =  0.0216386504471
training @ iter =  373200 , cost =  0.0168171599507
training @ iter =  373300 , cost =  0.00868069753051
training @ iter =  373400 , cost =  0.0130766378716
training @ iter =  373500 , cost =  0.0168201215565
training @ iter =  373600 , cost =  0.0539891719818
training @ iter =  373700 , cost =  0.00554813491181
--> train minibatch error =  0.18
-->  2 44550 chunk_12_50000.pkl
training @ iter =  373800 , cost =  0.000158424212714
training @ iter =  373900 , cost =  0.0325026325881
iter  373999  validation
epoch 16, iter 374000, validation error 0.755000 %
epoch 16, iter 374000, train minibatch error 6.000000 %
epoch 16, iter 374000, train buffer error 1.200000 %
training @ iter =  374000 , cost =  0.0432746522129
training @ iter =  374100 , cost =  0.140292420983
training @ iter =  374200 , cost =  0.0550360828638
training @ iter =  374300 , cost =  0.0419308580458
training @ iter =  374400 , cost =  0.00498208031058
training @ iter =  374500 , cost =  0.00320228631608
--> train minibatch error =  0.18
-->  3 34000 chunk_13_50000.pkl
training @ iter =  374600 , cost =  0.00153752835467
training @ iter =  374700 , cost =  0.0924291536212
training @ iter =  374800 , cost =  0.00307440571487
training @ iter =  374900 , cost =  0.00110996933654
training @ iter =  375000 , cost =  0.00280019338243
training @ iter =  375100 , cost =  0.0719619095325
training @ iter =  375200 , cost =  0.0747371688485
training @ iter =  375300 , cost =  0.111686088145
training @ iter =  375400 , cost =  0.00409165397286
training @ iter =  375500 , cost =  0.0861731991172
--> train minibatch error =  0.16
-->  4 36550 chunk_14_50000.pkl
training @ iter =  375600 , cost =  0.196864530444
training @ iter =  375700 , cost =  0.00250194082037
--> train minibatch error =  0.12
-->  4 46300 chunk_14_50000.pkl
training @ iter =  375800 , cost =  0.0484357327223
training @ iter =  375900 , cost =  0.0482667200267
iter  375999  validation
epoch 16, iter 376000, validation error 0.763000 %
epoch 16, iter 376000, train minibatch error 0.000000 %
epoch 16, iter 376000, train buffer error 0.700000 %
training @ iter =  376000 , cost =  0.0440272577107
training @ iter =  376100 , cost =  0.0669778138399
training @ iter =  376200 , cost =  0.0332182049751
training @ iter =  376300 , cost =  0.00695198727772
training @ iter =  376400 , cost =  0.0316549167037
training @ iter =  376500 , cost =  0.069894105196
training @ iter =  376600 , cost =  0.0291084498167
training @ iter =  376700 , cost =  0.0285222623497
training @ iter =  376800 , cost =  0.0711296498775
training @ iter =  376900 , cost =  0.0707703307271
training @ iter =  377000 , cost =  0.0153951477259
training @ iter =  377100 , cost =  0.0767444446683
training @ iter =  377200 , cost =  0.00401099491864
training @ iter =  377300 , cost =  0.00316804624163
training @ iter =  377400 , cost =  0.0879917368293
training @ iter =  377500 , cost =  0.0176816396415
training @ iter =  377600 , cost =  0.00888033676893
training @ iter =  377700 , cost =  0.0061480239965
training @ iter =  377800 , cost =  0.0191230922937
training @ iter =  377900 , cost =  0.0300767477602
iter  377999  validation
epoch 16, iter 378000, validation error 0.760000 %
epoch 16, iter 378000, train minibatch error 0.000000 %
epoch 16, iter 378000, train buffer error 1.300000 %
training @ iter =  378000 , cost =  0.0014045543503
training @ iter =  378100 , cost =  0.018090236932
training @ iter =  378200 , cost =  0.0193349458277
training @ iter =  378300 , cost =  0.00561096565798
training @ iter =  378400 , cost =  0.00594891188666
training @ iter =  378500 , cost =  0.0100351758301
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  378600 , cost =  0.0235275179148
training @ iter =  378700 , cost =  0.152062997222
training @ iter =  378800 , cost =  0.00133886840194
training @ iter =  378900 , cost =  0.013381626457
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  379000 , cost =  0.023263880983
training @ iter =  379100 , cost =  0.00791911128908
training @ iter =  379200 , cost =  0.0116184698418
--> train minibatch error =  0.12
-->  8 18800 chunk_18_50000.pkl
training @ iter =  379300 , cost =  0.0116198230535
training @ iter =  379400 , cost =  0.0386016666889
--> train minibatch error =  0.32
-->  8 30350 chunk_18_50000.pkl
training @ iter =  379500 , cost =  0.0137409875169
--> train minibatch error =  0.12
-->  8 33600 chunk_18_50000.pkl
training @ iter =  379600 , cost =  0.00120287877508
training @ iter =  379700 , cost =  0.15326975286
training @ iter =  379800 , cost =  0.0010592933977
training @ iter =  379900 , cost =  0.00325301219709
iter  379999  validation
epoch 16, iter 380000, validation error 0.758000 %
epoch 16, iter 380000, train minibatch error 2.000000 %
epoch 16, iter 380000, train buffer error 0.700000 %
training @ iter =  380000 , cost =  0.0648846328259
training @ iter =  380100 , cost =  0.012286555022
training @ iter =  380200 , cost =  0.00648701377213
training @ iter =  380300 , cost =  0.0794202238321
training @ iter =  380400 , cost =  0.00260413344949
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  380500 , cost =  0.0111400242895
training @ iter =  380600 , cost =  0.00539623759687
training @ iter =  380700 , cost =  0.00291140028276
training @ iter =  380800 , cost =  0.0539219267666
training @ iter =  380900 , cost =  0.0038351402618
training @ iter =  381000 , cost =  0.00040759681724
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  381100 , cost =  0.012785512954
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  381200 , cost =  0.00185565312859
training @ iter =  381300 , cost =  0.0231384523213
training @ iter =  381400 , cost =  0.127379015088
training @ iter =  381500 , cost =  0.0028188934084
training @ iter =  381600 , cost =  0.00230625038967
training @ iter =  381700 , cost =  0.0306810326874
training @ iter =  381800 , cost =  0.00668400805444
training @ iter =  381900 , cost =  0.00476077198982
iter  381999  validation
epoch 16, iter 382000, validation error 0.760000 %
epoch 16, iter 382000, train minibatch error 0.000000 %
epoch 16, iter 382000, train buffer error 0.400000 %
training @ iter =  382000 , cost =  0.0647428557277
training @ iter =  382100 , cost =  0.00157968071289
training @ iter =  382200 , cost =  0.0020627041813
training @ iter =  382300 , cost =  0.00429097097367
training @ iter =  382400 , cost =  0.0234076809138
training @ iter =  382500 , cost =  0.0038885793183
training @ iter =  382600 , cost =  0.00268082739785
training @ iter =  382700 , cost =  0.0145837636665
training @ iter =  382800 , cost =  0.00156752287876
--> train minibatch error =  0.18
-->  12 750 chunk_22_50000.pkl
training @ iter =  382900 , cost =  0.00953774154186
training @ iter =  383000 , cost =  0.0272972770035
training @ iter =  383100 , cost =  0.00247523281723
training @ iter =  383200 , cost =  0.00363250169903
training @ iter =  383300 , cost =  0.0386433824897
training @ iter =  383400 , cost =  0.0953740477562
